X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	-2.77138e-05	-4.6917e-07	2.10552e-05
-4	0	-900	-2.37079e-05	-2.91648e-07	2.25349e-05
-3	0	-900	-2.53859e-05	-3.74484e-07	2.15948e-05
-2	0	-900	-2.44061e-05	3.80306e-07	2.03191e-05
-1	0	-900	-2.60327e-05	-6.76743e-07	1.97256e-05
0	0	-900	-2.52987e-05	-2.83395e-07	2.25141e-05
1	0	-900	-2.21754e-05	-1.12069e-06	2.11048e-05
2	0	-900	-2.36816e-05	-1.68959e-06	2.16928e-05
3	0	-900	-2.15341e-05	-8.86439e-07	2.00725e-05
4	0	-900	-2.18183e-05	-2.46634e-07	1.90671e-05
5	0	-900	-1.90053e-05	-1.80312e-06	1.81087e-05
-5	0	-899.5	-2.74364e-05	-5.62689e-07	2.19621e-05
-4	0	-899.5	-2.3533e-05	-6.52303e-07	2.20717e-05
-3	0	-899.5	-2.54762e-05	-1.18338e-06	2.14204e-05
-2	0	-899.5	-2.44214e-05	5.6223e-07	1.98983e-05
-1	0	-899.5	-2.53016e-05	-3.54982e-08	1.89151e-05
0	0	-899.5	-2.56036e-05	-1.10864e-07	2.17995e-05
1	0	-899.5	-2.1211e-05	-5.47426e-07	1.95798e-05
2	0	-899.5	-2.33216e-05	-2.03512e-06	2.08855e-05
3	0	-899.5	-2.12328e-05	-1.5704e-07	2.05907e-05
4	0	-899.5	-2.25154e-05	-1.85024e-07	1.88622e-05
5	0	-899.5	-1.88306e-05	-1.28812e-06	1.81723e-05
-5	0	-899	-2.77445e-05	-3.25028e-07	2.14225e-05
-4	0	-899	-2.40499e-05	-6.1121e-07	2.24895e-05
-3	0	-899	-2.58638e-05	-9.74778e-07	2.12143e-05
-2	0	-899	-2.46961e-05	-3.63483e-07	2.01429e-05
-1	0	-899	-2.59708e-05	-2.52797e-07	1.89902e-05
0	0	-899	-2.47844e-05	1.23402e-07	2.15411e-05
1	0	-899	-2.14361e-05	6.18623e-08	1.96031e-05
2	0	-899	-2.32269e-05	-2.10814e-06	2.03159e-05
3	0	-899	-2.20048e-05	-2.74945e-07	2.08064e-05
4	0	-899	-2.226e-05	-7.53084e-07	1.9167e-05
5	0	-899	-1.90846e-05	-5.93897e-07	1.76366e-05
-5	0	-898.5	-2.82988e-05	-4.24668e-07	2.17133e-05
-4	0	-898.5	-2.36958e-05	-4.67948e-07	2.21522e-05
-3	0	-898.5	-2.58615e-05	-1.07434e-06	2.14514e-05
-2	0	-898.5	-2.46996e-05	-2.23009e-07	1.95459e-05
-1	0	-898.5	-2.58494e-05	-2.79577e-07	1.88076e-05
0	0	-898.5	-2.47254e-05	-6.42861e-08	2.15274e-05
1	0	-898.5	-2.17796e-05	2.40788e-08	1.99414e-05
2	0	-898.5	-2.39431e-05	-2.02016e-06	2.08772e-05
3	0	-898.5	-2.13478e-05	-7.49378e-08	2.09254e-05
4	0	-898.5	-2.20447e-05	-3.5072e-07	1.99493e-05
5	0	-898.5	-1.92e-05	-1.29181e-06	1.73478e-05
-5	0	-898	-2.86714e-05	-1.55231e-07	2.17495e-05
-4	0	-898	-2.36043e-05	-1.54549e-07	2.21799e-05
-3	0	-898	-2.63577e-05	-1.54939e-06	2.10413e-05
-2	0	-898	-2.46754e-05	4.15841e-07	1.97833e-05
-1	0	-898	-2.6479e-05	2.13453e-07	1.93533e-05
0	0	-898	-2.50899e-05	-8.32707e-09	2.08667e-05
1	0	-898	-2.15058e-05	-5.47161e-07	2.04911e-05
2	0	-898	-2.36537e-05	-1.89725e-06	2.03427e-05
3	0	-898	-2.17265e-05	-9.63201e-07	2.02977e-05
4	0	-898	-2.21828e-05	-2.92379e-07	1.96612e-05
5	0	-898	-1.89576e-05	-1.23258e-06	1.77982e-05
-5	0	-897.5	-2.82511e-05	7.28425e-08	2.16662e-05
-4	0	-897.5	-2.36065e-05	-6.91168e-08	2.24342e-05
-3	0	-897.5	-2.63528e-05	-1.30609e-06	2.07885e-05
-2	0	-897.5	-2.39751e-05	2.72768e-07	2.07433e-05
-1	0	-897.5	-2.61971e-05	-2.06496e-07	1.92825e-05
0	0	-897.5	-2.51936e-05	-2.66722e-07	2.10958e-05
1	0	-897.5	-2.10225e-05	-1.08918e-06	2.02964e-05
2	0	-897.5	-2.40789e-05	-1.80034e-06	2.0868e-05
3	0	-897.5	-2.19563e-05	-1.0539e-06	2.01689e-05
4	0	-897.5	-2.15943e-05	-5.97537e-07	1.86361e-05
5	0	-897.5	-1.92873e-05	-8.78224e-07	1.74032e-05
-5	0	-897	-2.83588e-05	1.36438e-08	2.12274e-05
-4	0	-897	-2.34886e-05	-5.87774e-07	2.15012e-05
-3	0	-897	-2.61089e-05	-1.12517e-06	2.06056e-05
-2	0	-897	-2.43746e-05	-2.11267e-08	2.0072e-05
-1	0	-897	-2.6221e-05	1.19689e-07	1.93609e-05
0	0	-897	-2.55477e-05	3.55178e-08	2.13888e-05
